Precinct No.,Precinct Name,Active,Inactive
0302,302 - THIRD WARD SECOND PRECINCT,3771,2005
0303,303 - THIRD WARD THIRD PRECINCT,1823,306
0304,304 - THIRD WARD FOURTH PRECINCT,1680,288
0305,305 - THIRD WARD FIFTH PRECINCT,2834,362
0401,401 - FOURTH WARD FIRST PRECINCT,3992,447
0402,402 - FOURTH WARD SECOND PRECINCT,1573,192
0403,403 - FOURTH WARD THIRD PRECINCT,3631,716
0404,404 - FOURTH WARD FOURTH PRECINCT,3043,354
# of Precincts in the Locality:,,45776,8667
0001,001 - DEAN,4658,657
0002,002 - WEEMS,3275,357
0003,003 - METZ,3639,553
0004,004 - HAYDON,4114,484
0005,005 - BALDWIN,3809,588
# of Precincts in the Locality:,,19495,2639
0001,001 - PRECINCT ONE,3424,555
0002,002 - PRECINCT TWO,2786,388
# of Precincts in the Locality:,,6210,943
0001,001 - PRECINCT #1,883,107
0002,002 - PRECINCT #2,1635,275
0003,003 - PRECINCT #3,1167,166
0004,004 - PRECINCT #4,1867,273
0005,005 - PRECINCT #5,2140,182
0006,006 - PRECINCT #6,465,58
# of Precincts in the Locality:,,8157,1061
0101,101 - DENBIGH,3949,791
0102,102 - EPES,3937,1179
0103,103 - JENKINS,3579,739
0104,104 - MCINTOSH,2449,705
0105,105 - OYSTER POINT,864,213
0106,106 - RESERVOIR,4484,822
0107,107 - RICHNECK,3923,469
0108,108 - LEE HALL,2998,1083
0109,109 - WINDSOR,1929,399
0110,110 - GREENWOOD,3187,1094
0201,201 - BLAND,711,317
0202,202 - BOULEVARD,2477,489
0203,203 - CHARLES,3853,376
0204,204 - WELLESLEY,2170,336
0205,205 - DEEP CREEK,2726,206
0208,208 - HIDENWOOD,1696,87
0209,209 - HILTON,2263,205
0210,210 - NELSON,3997,428
0211,211 - PALMER,3061,673
0212,212 - RIVERSIDE,1452,97
0213,213 - SANFORD,1106,99
0215,215 - WARWICK,1779,246
0216,216 - YATES,1664,129
0217,217 - RIVERVIEW,2426,203
0218,218 - KILN CREEK,4135,735
0219,219 - DEER PARK,3557,1154
0302,302 - BRIARFIELD,2326,698
0303,303 - CARVER,1760,291
0304,304 - CHESTNUT,1108,223
0305,305 - DOWNTOWN,753,247
0306,306 - DUNBAR,651,238
0307,307 - HUNTINGTON,1011,223
0308,308 - JEFFERSON,1120,269
0309,309 - MAGRUDER,1106,150
0310,310 - MARSHALL,1558,236
0311,311 - NEWMARKET,2700,354
0312,312 - NEWSOME PARK,588,200
0313,313 - REED,2253,240
0314,314 - RIVER,1476,335
0315,315 - SEDGEFIELD,1892,245
0316,316 - SOUTH MORRISON,2554,518
0317,317 - WASHINGTON,656,98
0318,318 - WILSON,1193,217
0319,319 - SAUNDERS,3546,742
0320,320 - WATKINS,4195,509
# of Precincts in the Locality:,,102818,19307
0101,101 - GRANBY,3306,889
0102,102 - OCEAN VIEW SCHOOL,1502,591
0103,103 - NORTHSIDE,1870,444
0104,104 - TITUSTOWN,1424,405
0106,106 - ZION GRACE,2847,813
0201,201 - OLD DOMINION,3966,524
0203,203 - GHENT SQUARE,1141,240
0207,207 - LAMBERT'S POINT,2901,529
0208,208 - LARCHMONT LIBRARY,850,74
0210,210 - MAURY,2072,436
0211,211 - CHRYSLER MUSEUM,2423,457
0212,212 - PARK PLACE,1787,374
0213,213 - TAYLOR ELEMENTARY SCHOOL,2627,512
0214,214 - STUART,2430,460
0215,215 - SUBURBAN PARK,1945,365
0217,217 - WESLEY,2115,572
0218,218 - WILLARD,3047,406
0301,301 - BALLENTINE,2392,501
0302,302 - TANNERS CREEK,1401,329
0303,303 - BOWLING PARK,2685,476
0304,304 - COLEMAN PLACE SCHOOL,1304,221
0305,305 - LAFAYETTE-WINONA,1841,327
0306,306 - LINDENWOOD,1472,277
0309,309 - NORVIEW,4005,781
0310,310 - ROSEMONT,3418,748
0311,311 - SHERWOOD,3650,820
0313,313 - UNION CHAPEL,1134,246
0402,402 - BERKLEY,1804,282
0403,403 - BRAMBLETON,1438,174
0404,404 - CAMPOSTELLA,2130,372
0405,405 - CHESTERFIELD,2181,287
0406,406 - BARRON BLACK,1571,297
0408,408 - EASTON,2292,434
0409,409 - FAIRLAWN,1808,331
0411,411 - HUNTON Y,826,153
0412,412 - INGLESIDE,1958,290
0413,413 - POPLAR HALLS,2861,584
0414,414 - YOUNG PARK,2587,454
0415,415 - UNITED WAY,2083,417
0501,501 - BAYVIEW,2601,820
0503,503 - EAST OCEAN VIEW,2441,905
0504,504 - LARRYMORE,2018,543
0505,505 - LITTLE CREEK,1499,372
0506,506 - OCEAN VIEW CENTER,2993,1136
0507,507 - PRETLOW,2309,772
0509,509 - TARRALLTON,2431,462
0510,510 - THIRD PRESBYTERIAN,2568,403
0511,511 - CROSSROADS,2332,594
0512,512 - AZALEA GARDENS,1299,277
# of Precincts in the Locality:,,107585,23176
0001,001 - EAST WARD,2361,229
# of Precincts in the Locality:,,2361,229
0101,101 - FIRST WARD FIRST PRECINCT,2300,427
0201,201 - SECOND WARD FIRST PRECINCT,3106,326
0301,301 - THIRD WARD FIRST PRECINCT,3402,359
0401,401 - FOURTH WARD FIRST PRECINCT,2905,421
0501,501 - FIFTH WARD FIRST PRECINCT,2792,475
0601,601 - SIXTH WARD FIRST PRECINCT,2610,325
0701,701 - SEVENTH WARD FIRST PRECINCT,2768,301
# of Precincts in the Locality:,,19883,2634
0001,001 - CENTRAL,2733,211
0002,002 - EASTERN,2908,191
0003,003 - WESTERN,2882,119
# of Precincts in the Locality:,,8523,521
0001,001 - ONE,1946,447
0005,005 - FIVE,1582,213
0007,007- SEVEN,1419,218
0009,009 - NINE,1900,259
0010,010 - TEN,1143,216
0011,011 - ELEVEN,1468,138
0013,013 - THIRTEEN,1497,164
0014,014 - FOURTEEN,1926,175
0016,016 - SIXTEEN,1873,288
0017,017 - SEVENTEEN,2302,403
0019,019 - NINETEEN,1099,121
0020,020 - TWENTY,1498,162
0021,021 - TWENTY-ONE,1238,115
0022,022 - TWENTY-TWO,1661,234
0023,023 - TWENTY-THREE,1627,170
0024,024 - TWENTY-FOUR,1489,195
0025,025 - TWENTY-FIVE,1684,198
0026,026 - TWENTY-SIX,1904,103
0027,027 - TWENTY-SEVEN,1960,103
0028,028 - TWENTY EIGHT,2545,91
0029,029 - TWENTY- NINE,1179,106
0030,030 - THIRTY,1512,156
0031,031 - THIRTY-ONE,2520,403
0032,032 - THIRTY-TWO,1373,67
0033,033- THIRTY-THREE,1206,77
0034,034- THIRTY-FOUR,1593,118
0035,035 - THIRTY-FIVE,2028,179
0036,036 - THIRTY-SIX,3517,305
0037,037 - THIRTY-SEVEN,2990,390
0038,038 - THIRTY-EIGHT,3313,685
0039,039 - THIRTY-NINE,3239,368
# of Precincts in the Locality:,,58231,6867
0001,001 - EAST PRECINCT,3195,456
0002,002 - CENTRAL PRECINCT,2072,113
0003,003 - WEST PRECINCT,2332,166
# of Precincts in the Locality:,,7599,735
0101,101 - ONE HUNDRED ONE,2822,252
0102,102 - ONE HUNDRED TWO,1194,75
0104,104 - ONE HUNDRED FOUR,1857,86
0105,105 - ONE HUNDRED FIVE,1600,182
0106,106 - ONE HUNDRED SIX,1952,65
0111,111 - ONE HUNDRED ELEVEN,1573,147
0112,112 - ONE HUNDRED TWELVE,1259,114
0113,113 - ONE HUNDRED THIRTEEN,1852,374
0114,114 - ONE HUNDRED FOURTEEN,2340,377
0203,203 - TWO HUNDRED THREE,1778,178
0204,204 - TWO HUNDRED FOUR,2254,443
0206,206 - TWO HUNDRED SIX,2901,526
0207,207 - TWO HUNDRED SEVEN,2167,391
0208,208 - TWO HUNDRED EIGHT,2313,302
0213,213 - TWO HUNDRED THIRTEEN,2787,441
0301,301 - THREE HUNDRED ONE,1330,180
0302,302 - THREE HUNDRED TWO,1324,155
0303,303 - THREE HUNDRED THREE,1080,67
0304,304 - THREE HUNDRED FOUR,1633,160
0305,305 - THREE HUNDRED FIVE,1590,172
0306,306 - THREE HUNDRED SIX,1480,191
0307,307 - THREE HUNDRED SEVEN,1474,152
0308,308 - THREE HUNDRED EIGHT,1619,173
0309,309 - THREE HUNDRED NINE,1225,128
0310,310 - THREE HUNDRED TEN,1080,122
0402,402 - FOUR HUNDRED TWO,2623,175
0404,404 - FOUR HUNDRED FOUR,2364,272
0409,409 - FOUR HUNDRED NINE,2990,209
0410,410 - FOUR HUNDRED TEN,1897,227
0412,412 - FOUR HUNDRED TWELVE,1740,225
0413,413 - FOUR HUNDRED THIRTEEN,1704,115
0414,414 - FOUR HUNDRED FOURTEEN,1976,111
0501,501 - FIVE HUNDRED ONE,2257,310
0503,503 - FIVE HUNDRED THREE,2061,145
0504,504 - FIVE HUNDRED FOUR,2736,383
0505,505 - FIVE HUNDRED FIVE,1652,333
0508,508 - FIVE HUNDRED EIGHT,1065,139
0509,509 - FIVE HUNDRED NINE,1920,301
0510,510 - FIVE HUNDRED TEN,2093,209
0602,602 - SIX HUNDRED TWO,1821,134
0603,603 - SIX HUNDRED THREE,1466,175
0604,604 - SIX HUNDRED FOUR,1303,158
0606,606 - SIX HUNDRED SIX,2052,186
0607,607 - SIX HUNDRED SEVEN,1377,300
0609,609 - SIX HUNDRED NINE,1279,198
0610,610 - SIX HUNDRED TEN,1686,230
0701,701 - SEVEN HUNDRED ONE,1859,176
0702,702 - SEVEN HUNDRED TWO,1526,174
0703,703 - SEVEN HUNDRED THREE,1363,119
0705,705 - SEVEN HUNDRED FIVE,1248,157
0706,706 - SEVEN HUNDRED SIX,2440,263
0707,707 - SEVEN HUNDRED SEVEN,2660,389
0708,708 - SEVEN HUNDRED EIGHT,2018,455
0802,802 - EIGHT HUNDRED TWO,1476,149
0806,806 - EIGHT HUNDRED SIX,2344,286
0810,810 - EIGHT HUNDRED TEN,1682,158
0811,811 - EIGHT HUNDRED ELEVEN,1982,282
0812,812 - EIGHT HUNDRED TWELVE,2441,173
0814,814 - EIGHT HUNDRED FOURTEEN,1350,170
0902,902 - NINE HUNDRED TWO,892,158
0903,903 - NINE HUNDRED THREE,2055,213
0908,908 - NINE HUNDRED EIGHT,1928,490
0909,909 - NINE HUNDRED NINE,2115,255
0910,910 - NINE HUNDRED TEN,1907,215
0911,911 - NINE HUNDRED ELEVEN,1601,106
# of Precincts in the Locality:,,119433,14376
0001,001 - HIGHLAND 1,1320,501
0002,002 - HIGHLAND 2,1628,642
0005,005 - JEFFERSON 1,2315,697
0007,007 - JEFFERSON-RIVERDALE,1836,392
0008,008 - JEFFERSON 2,1211,386
0009,009 - TINKER,2692,772
0010,010 - WILLIAMSON ROAD 1,1426,243
0011,011 - WILLIAMSON ROAD 2,969,84
0012,012 - WILLIAMSON ROAD 3,1184,307
0013,013 - WILLIAMSON ROAD 4,1203,154
0014,014 - WILLIAMSON ROAD 5,1195,259
0015,015 - WILLIAMSON ROAD 6,1298,184
0016,016 - LINCOLN TERRACE,1091,230
0017,017 - MONTEREY,2142,310
0018,018 - PETERS CREEK,3469,545
0019,019 - MELROSE,1398,282
0020,020 - EUREKA PARK,1509,169
0021,021 - VILLA HEIGHTS,2590,527
0022,022 - WASHINGTON HEIGHTS,3537,563
0023,023 - WESTSIDE,1361,164
0024,024 - RALEIGH COURT 1,1727,323
0026,026 - RALEIGH COURT 2,1507,158
0027,027 - RALEIGH COURT 3,1336,229
0028,028 - RALEIGH COURT 4,1025,93
0029,029 - RALEIGH COURT 5,979,146
0030,030 - WASENA,1088,200
0031,031 - FISHBURN PARK,1313,186
0032,032 - GRANDIN COURT,1265,138
0033,033 - SOUTH ROANOKE 1,1578,184
0034,034 - SOUTH ROANOKE 2,2102,298
0035,035 - LEE-HI,2997,213
0037,037 - GARDEN CITY,2286,490
# of Precincts in the Locality:,,54577,10069
0001,001 - NORTH SALEM NO 2,1998,206
0002,002 - CONEHURST,1098,146
0003,003 - BEVERLY HEIGHTS,1034,41
0004,004 - WEST SALEM,1461,128
0005,005 - NORTH SALEM NO 1,1950,200
0006,006 - SOUTH SALEM NO 1,1177,137
0007,007 - SOUTH SALEM NO 2,1638,153
0008,008 - EAST SALEM,786,142
0009,009 - SOUTH SIDE HILLS,2103,160
0010,010 - HIDDEN VALLEY,2362,290
# of Precincts in the Locality:,,15607,1603
0101,101 - WARD NO 1,2845,394
0201,201 - WARD TWO,3347,431
0301,301 - WARD NO 3,2750,261
0401,401 - WARD NO 4,2300,239
0501,501 - WARD NO 5,2844,370
# of Precincts in the Locality:,,14086,1695
0101,101 - BELLEHARBOUR,1529,193
0102,102 - DRIVER,3907,216
0104,104 - BENNETTS CREEK,2306,216
0201,201 - EBENEZER,1790,78
0202,202 - CHUCKATUCK,1850,114
0203,203 - KINGS FORK,2703,275
0204,204 - HILLPOINT,2112,237
0301,301 - WHITE MARSH,860,73
0302,302 - JOHN F KENNEDY,3292,248
0304,304 - NANSEMOND RIVER,2532,221
0305,305 - SHOULDERS HILL,907,48
0401,401 - AIRPORT,1647,106
0402,402 - WHALEYVILLE,1623,129
0403,403 - SOUTHSIDE,1399,108
0404,404 - BOOKER T WASHINGTON,2187,175
0405,405 - PITTMANTOWN,652,41
0501,501 - KILBYS MILL,2984,191
0502,502 - HOLLAND,2650,189
0504,504 - LAKE COHOON,2588,132
0601,601 - LAKESIDE,2786,274
0602,602 - OLDE TOWNE,867,140
0603,603 - ELEPHANTS FORK/WESTHAVEN,787,56
0604,604 - WILROY,1615,141
0605,605 - HOLLYWOOD,1533,133
0702,702 - HARBOURVIEW,2241,187
0704,704 - BURBAGE GRANT,2605,259
0706,706 - HUNTERSVILLE,2475,230
# of Precincts in the Locality:,,54427,4410
0001,001 - NORTH BEACH,3428,265
0002,002 - SOUTH BEACH,3026,955
0003,003 - OCEAN LAKES,4309,573
0004,004 - LINKHORN,3373,391
0005,005 - SEATACK,3186,844
0006,006 - ALANTON,3282,191
0007,007 - KINGSTON,1893,98
0008,008 - LONDON BRIDGE,3437,502
0009,009 - TRANTWOOD,2813,124
0010,010 - GREAT NECK,3448,179
0011,011 - CAPE HENRY,3451,643
0012,012 - PLAZA,3403,437
0013,013 - MT TRASHMORE,3777,402
0014,014 - MALIBU,3135,326
0015,015 - OLD DONATION,2417,437
0016,016 - ARAGONA,3939,564
0017,017 - OCEAN PARK,2167,272
0018,018 - THOROUGHGOOD,3380,178
0019,019 - LAKE SMITH,1587,150
0020,020 - BAYSIDE,2125,173
0021,021 - DAVIS CORNER,4005,986
0022,022 - POINT O VIEW,2306,227
0023,023 - ARROWHEAD,3014,260
0024,024 - LARKSPUR,2148,321
0025,025 - AVALON,3770,362
0026,026 - FAIRFIELD,2576,154
0027,027 - EDWIN,3015,165
0028,028 - THALIA,2024,140
0029,029 - HOLLAND,3326,650
0030,030 - RED WING,3214,643
0031,031 - SIGMA,3612,235
0032,032 - CREEDS,1378,81
0033,033 - CAPPS SHOP,1509,77
0034,034 - BLACKWATER,871,53
0035,035 - COURTHOUSE,3023,162
0036,036 - WINDSOR OAKS,3808,706
0037,037 - CHESAPEAKE BEACH,2566,666
0038,038 - WITCHDUCK,3749,189
0039,039 - PEMBROKE,3513,835
0040,040 - BONNEY,2097,402
0041,041 - COLLEGE PARK,3738,536
0042,042 - BRANDON,2929,351
0043,043 - BELLAMY,2885,461
0044,044 - CENTERVILLE,3381,320
0045,045 - TIMBERLAKE,3151,344
0046,046 - GREEN RUN,2711,358
0047,047 - KINGS GRANT,3430,166
0048,048 - WOLFSNARE,3248,359
0049,049 - LYNNHAVEN,3107,313
0050,050 - OCEANA,2045,667
0051,051 - STRATFORD CHASE,2652,306
0052,052 - HOMESTEAD,3807,336
0053,053 - SHANNON,2393,235
0054,054 - CROMWELL,1929,224
0055,055 - MAGIC HOLLOW,3268,902
0056,056 - EDINBURGH,1378,70
0057,057 - SHERRY PARK,1887,196
0058,058 - GLENWOOD,2745,252
0059,059 - SHELTON PARK,2209,406
0060,060 - FOXFIRE,2874,177
0061,061 - BAKER,3015,865
0062,062 - LANDSTOWN,3199,258
0063,063 - CULVER,3653,419
0064,064 - ROSEMONT FOREST,3708,428
0065,065 - COLONIAL,2478,212
0066,066 - HUNT,2528,178
0067,067 - EASTERN SHORE,4057,801
0068,068 - MANOR,2704,173
0069,069 - SHELL,2131,342
0070,070 - CORPORATE LANDING,3546,502
0071,071 - ROUND HILL,4386,558
0072,072 - RUDEE,2718,336
0073,073 - DAHLIA,4441,733
0074,074 - BUCKNER,2571,501
0075,075 - COLONY,3114,350
0076,076 - VILLAGE,2801,729
0077,077 - BROOKWOOD,3026,495
0078,078 - INDIAN LAKES,2583,214
0079,079 - PLEASANT HALL,2533,355
0080,080 - CHIMNEY HILL,2539,479
0081,081 - ROCK LAKE,3166,379
0082,082 - SHELBURNE,2313,175
0083,083 - STRAWBRIDGE,3175,259
0084,084 - TALLWOOD,2908,525
0085,085 - UPTON,3618,256
0086,086 - HAYGOOD,2686,231
0087,087 - HILLCREST,2330,125
0088,088 - NORTH LANDING,2128,287
0089,089 - LAKE CHRISTOPHER,2798,242
0090,090 - LAKE JOYCE,1822,263
0091,091 - LEXINGTON,2823,390
0092,092 - LITTLE NECK,1900,163
0093,093 - NEWTOWN,1735,537
0094,094 - PINEWOOD,1422,286
# of Precincts in the Locality:,,269422,35043
0001,001 - WARD A,2147,182
0002,002 - WARD B,3414,238
0003,003 - WARD C,2682,229
0004,004 - WARD D,3622,203
# of Precincts in the Locality:,,11865,852
0001,001 - STRYKER,4612,903
0002,002 - BERKELEY,5013,661
# of Precincts in the Locality:,,9625,1564
0101,101 - MERRIMANS,2762,261
0102,102 - OLD TOWN,2050,264
0201,201 - VIRGINIA AVENUE,2624,585
0301,301 - WAR MEMORIAL,2419,398
0401,401 - FREDERICK DOUGLASS,1300,329
0402,402 - ROLLING HILLS,2222,301
# of Precincts in the Locality:,,13377,2138
